"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"6286","GULPOL","EQ","GULSHAN POLYOLS LTD",0.01,1,"","",0,1,"INE255D01024",275,160.85,354.17,16.33,"","","",0,0,0,275.85,183.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GULPOLY"
"6287","KESPP1","E1","KESORAM IND LTD EQ PP RS. 5",0.01,1,"","",0,10,"IN9087A01017",0,0,40.3,27,"","","",0,0,0,34.05,22.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KILPP"
"6297","ADIHEA","EQ","ADITYA BIR SUN  NIF HEALTH ETF",0.01,1,"","",0,1,"INF209KB10C2",10.69,6.55,10.69,6.55,"","","",0,0,0,12.48,8.32,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HEALTHY"
"6302","APOSI","EQ","APOLLO SINDOORI HOTELS LIMITED",0.01,1,"","",0,5,"INE451F01024",1900,1020,1900,66.25,"","","",0,0,0,1958,1305.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","APOLSINHOT"
"6313","MAASOF","EQ","MAARS SOFTWARE INTERNATIONAL L",0.01,1,"","",0,10,"INE390A01017",5.05,1.1,549.9,1.1,"","","",0,0,0,1.7,1.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MAARSOFTW"
"6330","IDBBAN","EQ","NA",0.01,1,"","",0,10,"INE307A01011",83.3,33,83.3,12.67,"","","",0,0,0,70.75,47.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IDBIBANK"
"634","IGAMOT","EQ","IGARASHI MOTORS INDIA LIMITED",0.01,1,"","",0,10,"INE188B01013",692.5,329.8,1000.83,5.87,"","","",0,0,0,628.9,419.3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IGARASHI"
"6353","MIRETF","EQ","MIRAE ASSET NIFTY 50 ETF",0.01,1,"","",0,100,"INF769K01EG9",238,176.06,0,0,"","","",0,0,0,265.05,176.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NIFTYETF"
"6356","PANCOR","BE","PAN INDIA CORPORATION LTD",0.01,1,"","",0,10,"INE376A01032",0.45,0.2,23.85,0.15,"","","",0,0,0,0.3,0.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SRGINFOTEC"
"6364","NATALU","EQ","NATIONAL ALUMINIUM CO LTD",0.01,1,"","",0,5,"INE139A01034",106.35,69.8,141.61,3.75,"","","",0,0,0,108.95,89.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NATIONALUM"
"6367","TYJ22D","GS","364 DAY T-BILL 27 OCT 22",0.01,1,"","",0,100,"IN002021Z319",0,0,0,0,"","","",0,0,0,0,0,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","364D271022"
"637","CHAFER","EQ","CHAMBAL FERTILISERS & CHEMICAL",0.01,1,"","",0,10,"INE085A01013",356.25,248.4,516,9.25,"","","",0,0,0,384.5,314.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CHAMBLFERT"
"6383","THIARO","BE","THIRU AROORAN SUGARS INDUSTRIE",0.01,1,"","",0,10,"INE409A01015",39.9,11.1,616,2.55,"","","",0,0,0,7.1,6.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","THIRUSUGAR"
"6385","COUCLU","EQ","COUNTRY CLUB HOSP. & HOLIDAYS",0.01,1,"","",0,2,"INE652F01027",16.3,5.5,21.9,1.7,"","","",0,0,0,16.65,13.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CCHHL"
"6387","TUTALK","BE","TUTICORIN ALKALI CHEMICALS & F",0.01,1,"","",0,10,"INE400A01014",0,0,53,5.75,"","","",0,0,0,7.2,4.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TUTICORALK"
"6407","LAMTEX","EQ","LAMBODHARA TEXTILES LTD",0.01,1,"","",0,5,"INE112F01022",240.95,91,559.95,16.2,"","","",0,0,0,202,134.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","LAMBODHARA"
"6417","KRIIND","EQ","KRITI INDUSTRIES (INDIA) LTD",0.01,1,"","",0,1,"INE479D01038",140.85,66.65,146,3.1,"","","",0,0,0,125.7,83.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KRITI"
"6422","MANORG","EQ","MANGALAM ORGANICS LIMITED",0.01,1,"","",0,10,"INE370D01013",552.8,306.95,1299,306.95,"","","",0,0,0,469.3,312.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MANORG"
"643","SUULIF","BE","SUUMAYA INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE591Q01016",43.75,6.6,368.43,6.6,"","","",0,0,0,8.45,7.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SUULD"
"6435","BHAPP1","E1","BHARTI AIRTEL EQ PP RS 1.25",0.01,1,"","",0,0,"IN9397D01014",0,0,647,259,"","","",0,0,0,672.9,550.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","AIRTELPP"
"6441","KOTIN","SM","KOTYARK INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE0J0B01017",0,0,950,43.5,"","","",0,0,0,1051.35,700.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KOTYARK"
"6445","TECEEC","EQ","TECHNO ELECTRIC AND ENGINEERIN",0.01,1,"","",0,2,"INE285K01026",756.7,305.3,756.7,171.05,"","","",0,0,0,905.5,603.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TECHNOE"
"6446","ICICON","EQ","ICICI PRUD CONSUMPTION ETF",0.01,1,"","",0,10,"INF109KC1V42",100,71,100,57.01,"","","",0,0,0,112.81,75.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ICICICONSU"
"645","DILMED","BE","DILIGENT MEDIA CORPORATION LTD",0.01,1,"","",0,1,"INE016M01021",6.3,2.1,14.4,0.2,"","","",0,0,0,3.95,3.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DNAMEDIA"
